timestamp_local,outdoor_temperature_c,heat_truth_mw,heat_pred_mw,cool_truth_mw,cool_pred_mw
2023-05-03 10:00:00,14.4,5.665672934121562e-14,0.0,353.28012775688995,578.3737278621569
2023-05-03 11:00:00,15.9,2.3215137711938014e-14,0.0,871.9748105368121,1817.4195823903049
2023-05-03 12:00:00,16.3,1.0161351752116151e-13,0.0,1153.9844122797947,1853.259945398009
2023-05-03 13:00:00,16.4,2.114682924825548e-13,0.0,1385.2085056000456,1973.647526194009
2023-05-03 14:00:00,16.4,1.3435298079319623e-13,0.0,1238.0832979907877,1500.8680484353258
2023-05-03 15:00:00,16.7,2.076472839340714e-14,0.0,1091.6522348295953,1223.8471478573142
2023-05-03 16:00:00,15.3,4.57935825591568e-14,0.0,749.1628008386339,872.3595754031113
2023-05-03 17:00:00,15.4,1.5881373410354515e-13,0.0,869.9233998274638,1168.388337073218
2023-05-03 18:00:00,14.4,1.2056789881759384e-13,0.0,887.2985354356761,762.0486018501504
2023-05-03 19:00:00,12.6,1.5348831166330925e-14,0.0,159.39427562857304,177.10795361734512
2023-05-03 20:00:00,11.3,8.365815391689374e-16,0.0,95.32433096298014,77.09857746546233
2023-05-03 21:00:00,10.2,1.753859788307021e-14,99.29719574270408,63.707848712049085,55.63998919708973
2023-05-03 22:00:00,9.2,3.555471541467983e-15,185.64497402833877,17.65492069807891,11.25948018200419
2023-05-03 23:00:00,8.5,128.31264955746968,272.4730285218791,6.448323041697533,5.866987920873361
2023-05-04 00:00:00,8.0,246.18550727572458,290.2975726577651,4.534062782531898e-14,0.0
2023-05-04 01:00:00,8.6,326.45772654077183,291.29246804018055,4.9811110425252996e-14,0.0
2023-05-04 02:00:00,7.9,419.12702398310967,304.41644719184507,1.3054459831189229e-13,0.0
2023-05-04 03:00:00,7.4,532.096985022035,359.2085505528686,0.0,0.0
2023-05-04 04:00:00,7.0,601.4969376360661,368.6822758844904,1.1293850778780655e-14,0.0
2023-05-04 05:00:00,6.5,513.2114941142868,523.2176724075288,1.32492555107588e-13,0.0
2023-05-04 06:00:00,7.8,3.555471541467983e-15,224.9723557452339,25.471695931017436,27.024128371806146
2023-05-04 07:00:00,9.6,2.1173656032628093e-14,0.0,170.79457188039618,182.27144812498955
2023-05-04 08:00:00,11.6,6.199935299379161e-14,0.0,554.2180040935446,862.4599711212627
2023-05-04 09:00:00,13.2,1.1323076876755699e-13,0.0,1253.0946585119275,1522.527283749724
2023-05-04 10:00:00,14.8,3.055530018312798e-13,0.0,1502.7329678958044,1909.4458761547576
2023-05-04 11:00:00,15.9,4.579863298602853e-13,0.0,1648.3189724795593,1906.0850891783914
2023-05-04 12:00:00,16.6,1.7665674014345072e-13,0.0,1933.221227511423,1951.0285797448992
2023-05-04 13:00:00,17.4,5.688754466348776e-14,0.0,2415.6788932198515,2122.3295228822863
2023-05-04 14:00:00,17.8,6.186478635822595e-13,0.0,2771.8636184065194,2446.8221511520433
2023-05-04 15:00:00,17.9,4.851937433039608e-13,0.0,2865.225567672209,2509.16173766127
2023-05-04 16:00:00,17.7,4.2730718094830865e-13,0.0,2649.2819467505133,2122.437943912293
