timestamp_local,heat_truth_mw,heat_pred_mw,cool_truth_mw,cool_pred_mw,outdoor_temperature_c,week
2023-11-30 18:00:00,2072.34986598057,1999.997923111971,2.6700754637369597e-13,0.0,0.6,peak_heating
2023-11-30 19:00:00,2116.1867678146573,2068.2652077709363,1.6432010611746174e-14,0.0,0.5,peak_heating
2023-11-30 20:00:00,2215.647509911486,2172.7870195073356,2.0077956940054494e-14,0.0,0.3,peak_heating
2023-11-30 21:00:00,2287.6486947615495,2243.8431042894026,3.555471541467983e-15,0.0,0.2,peak_heating
2023-11-30 22:00:00,2423.070817320569,2420.6762131410596,1.0425434596375758e-13,0.0,0.0,peak_heating
2023-11-30 23:00:00,2520.582499318629,2487.47880432095,2.3424283096730246e-14,0.0,-0.2,peak_heating
2023-12-01 00:00:00,2565.514863995908,2571.563095922157,2.9544543135193416e-13,0.0,-0.2,peak_heating
2023-12-01 01:00:00,2586.6050057954494,2596.1131028694854,3.34632615667575e-15,0.0,-0.2,peak_heating
2023-12-01 02:00:00,2576.5575387594363,2538.813391565394,4.788503640707914e-14,0.0,0.3,peak_heating
2023-12-01 03:00:00,2576.219377109848,2538.6200914496067,5.3809699190580184e-14,0.0,0.3,peak_heating
2023-12-01 04:00:00,2583.792023122546,2544.7310475725358,8.56250498133585e-14,0.0,0.2,peak_heating
2023-12-01 05:00:00,2534.0989593363506,2520.108738690178,1.6886491296066782e-13,0.0,0.1,peak_heating
2023-12-01 06:00:00,2459.8314878097553,2441.001160942783,2.7807079467024645e-14,0.0,0.1,peak_heating
2023-12-01 07:00:00,2415.566022260281,2421.611634048277,9.035080623024527e-14,0.0,0.1,peak_heating
2023-12-01 08:00:00,2446.3148254496814,2442.630835186301,2.774648156133077e-13,0.0,0.2,peak_heating
2023-12-01 09:00:00,2403.951760113766,2288.5618790524077,3.707806840720142e-14,0.0,0.4,peak_heating
2023-12-01 10:00:00,2193.9285743200207,2097.757660435268,9.88916838421096e-15,0.0,0.9,peak_heating
2023-12-01 11:00:00,2122.550790739263,2170.004733516331,2.488118978967716e-13,0.0,1.1,peak_heating
2023-12-01 12:00:00,2042.4826594122596,1906.6022845907225,1.5576702811850195e-14,0.0,1.3,peak_heating
2023-12-01 13:00:00,2126.0314010012034,2084.6459219117933,7.89071453656483e-14,0.0,1.2,peak_heating
2023-12-01 14:00:00,2255.262000843723,2038.453225183609,3.030558832809524e-13,0.0,1.2,peak_heating
2023-12-01 15:00:00,2271.2341890382622,1972.7087902937258,3.207926319500434e-13,0.0,1.2,peak_heating
2023-12-01 16:00:00,2353.789604261403,2058.582954734786,5.3809699190580184e-14,0.0,1.0,peak_heating
2023-12-01 17:00:00,2338.945803786609,2043.359844580763,6.54284222753521e-15,0.0,0.8,peak_heating
2023-12-01 18:00:00,2232.294975145285,1987.6981088935681,1.7665674014345072e-13,0.0,0.8,peak_heating
2023-12-01 19:00:00,2267.1327574213647,2000.3772758019809,2.6620799167589706e-14,0.0,0.8,peak_heating
2023-12-01 20:00:00,2331.820617910404,2088.5689972820205,2.870855033137505e-13,0.0,0.9,peak_heating
2023-12-01 21:00:00,2381.3922366982197,2158.5897283303066,1.7665674014345072e-13,0.0,0.9,peak_heating
