Year,Month,Day,Hour,Minute,zone_windows_transmitted_solar_rate_w,site_outdoor_air_drybulb_c,zone_air_heat_balance_outdoor_air_transfer_rate_w,zone_ideal_loads_outdoor_air_sensible_cooling_rate_w,zone_ideal_loads_outdoor_air_sensible_heating_rate_w,zone_total_cooling_rate_w,zone_total_heating_rate_w,zone_infiltration_sensible_heat_gain_energy_j,zone_infiltration_sensible_heat_loss_energy_j,zone_mean_air_temperature_c,zone_ventilation_sensible_heat_gain_energy_j,zone_ventilation_sensible_heat_loss_energy_j,zone_windows_total_heat_gain_rate_w,zone_windows_total_heat_loss_rate_w,zone_total_heating_kwh,zone_total_cooling_kwh,zone_windows_transmitted_solar_kwh,zone_windows_total_heat_gain_kwh,zone_windows_total_heat_loss_kwh,zone_infiltration_sensible_heat_loss_kwh,zone_infiltration_sensible_heat_gain_kwh,zone_ventilation_sensible_heat_loss_kwh,zone_ventilation_sensible_heat_gain_kwh,zone_air_heat_balance_outdoor_air_loss_kwh,zone_air_heat_balance_outdoor_air_gain_kwh,zone_ideal_loads_outdoor_air_sensible_heating_kwh,zone_ideal_loads_outdoor_air_sensible_cooling_kwh,heating_kwh_per_reference_gfa_m2,cooling_kwh_per_reference_gfa_m2,zone_total_heating_rate_w_scaled_to_cohort,zone_total_cooling_rate_w_scaled_to_cohort,timestamp_local,heating_setpoint_c,cooling_setpoint_c,internal_gains_w_m2,infiltration_ach,ventilation_ach,internal_gains_fraction,infiltration_fraction,ventilation_fraction,event_type,event_active,event_elapsed_h,event_remaining_h,event_setpoint_delta_c,reference_heating_setpoint_c,heating_setpoint_delta_c,epw_outdoor_air_drybulb_c,epw_ghi_wh_m2,epw_dni_wh_m2,epw_dhi_wh_m2,internal_gains_total_w,approx_transmission_loss_seed_ua_w,approx_transmission_gain_seed_ua_w,approx_infiltration_loss_w,approx_infiltration_gain_w,approx_ventilation_loss_w,approx_ventilation_gain_w,window_to_floor_ratio_reference,wall_to_floor_ratio_reference,roof_to_floor_ratio_reference,floor_exposed_to_floor_ratio_reference,window_solar_transmitted_kwh,window_heat_gain_kwh,window_heat_loss_kwh,teacher_infiltration_sensible_heat_loss_kwh,teacher_infiltration_sensible_heat_gain_kwh,teacher_ventilation_sensible_heat_loss_kwh,teacher_ventilation_sensible_heat_gain_kwh,teacher_infiltration_sensible_heat_loss_w,teacher_ventilation_sensible_heat_loss_w,teacher_outdoor_air_loss_w,teacher_outdoor_air_gain_w,teacher_outdoor_air_loss_kwh,teacher_outdoor_air_gain_kwh,teacher_ideal_loads_outdoor_air_sensible_heating_kwh,teacher_ideal_loads_outdoor_air_sensible_cooling_kwh,cohort_id,heating_w_per_m2,internal_gains_w_per_m2,solar_gains_w_per_m2,transmission_loss_w_per_m2,ventilation_loss_w_per_m2
2021,1,18,21,0,0.0,0.6,-1593.8793673261112,0.0,0.0,3.637978807091713e-12,25206.62997178083,0.0,5737965.722374001,22.0,0.0,0.0,0.0,6910.874807226738,25.206629971780828,3.637978807091713e-15,0.0,0.0,6.9108748072267385,1.5938793673261114,0.0,0.0,0.0,1.5938793673261111,0.0,0.0,0.0,0.0252066299717808,3.6379788070917136e-18,1224009626.4817915,1.766567401434507e-07,2021-01-18 20:00:00,22.0,27.0,4.039615744,0.07,0.372817549,0.3701815560443536,1.0,0.7852894808335428,none,0.0,0.0,0.0,0.0,22.0,0.0,0.6,0,0,0,4039.615744,72567.4,0.0,1527.965630245164,0.0,8137.891446060605,0.0,0.18,0.82,0.37,0.36,0.0,0.0,6.9108748072267385,1.5938793673261114,0.0,0.0,0.0,1593.8793673261114,0.0,1593.8793673261112,0.0,1.5938793673261111,0.0,0.0,0.0,residential_pre1975,25.206629971780828,4.039615744,0.0,72.56739999999999,8.137891446060605
2021,1,18,22,0,0.0,1.1,-1554.2488334824366,0.0,0.0,7.275957614183426e-12,25678.475303928968,0.0,5595295.80053677,22.0,0.0,0.0,0.0,6961.1741741509,25.67847530392897,7.275957614183426e-15,0.0,0.0,6.9611741741509,1.5542488334824365,0.0,0.0,0.0,1.5542488334824365,0.0,0.0,0.0,0.0256784753039289,7.275957614183427e-18,1246921980.4698648,3.5331348028690134e-07,2021-01-18 21:00:00,22.0,27.0,3.604198432,0.07,0.372817549,0.3302808654095541,1.0,0.7852894808335428,none,0.0,0.0,0.0,0.0,22.0,0.0,1.1,0,0,0,3604.198432,70871.9,0.0,1492.2654986973798,0.0,7947.753795451712,0.0,0.18,0.82,0.37,0.36,0.0,0.0,6.9611741741509,1.5542488334824365,0.0,0.0,0.0,1554.2488334824363,0.0,1554.2488334824366,0.0,1.5542488334824365,0.0,0.0,0.0,residential_pre1975,25.67847530392897,3.604198432,0.0,70.8719,7.947753795451712
2021,1,18,23,0,0.0,0.5,-1602.21745291176,0.0,0.0,0.0,26142.11212019634,0.0,5767982.830482337,22.0,0.0,0.0,0.0,6843.606514833584,26.14211212019634,0.0,0.0,0.0,6.843606514833584,1.60221745291176,0.0,0.0,0.0,1.60221745291176,0.0,0.0,0.0,0.0261421121201963,0.0,1269435736.848165,0.0,2021-01-18 22:00:00,22.0,27.0,2.536446665,0.07,0.372817549,0.2324344276229288,1.0,0.7852894808335428,none,0.0,0.0,0.0,0.0,22.0,0.0,0.5,0,0,0,2536.446665,72906.5,0.0,1535.105656554721,0.0,8175.918976182384,0.0,0.18,0.82,0.37,0.36,0.0,0.0,6.843606514833584,1.60221745291176,0.0,0.0,0.0,1602.21745291176,0.0,1602.21745291176,0.0,1.60221745291176,0.0,0.0,0.0,residential_pre1975,26.14211212019634,2.536446665,0.0,72.9065,8.175918976182384
2021,1,18,24,0,0.0,0.7,-1586.5182105554532,0.0,0.0,3.637978807091713e-12,26401.94945236118,0.0,5711465.557999632,22.0,0.0,0.0,0.0,6764.370193967701,26.40194945236118,3.637978807091713e-15,0.0,0.0,6.764370193967701,1.5865182105554534,0.0,0.0,0.0,1.5865182105554532,0.0,0.0,0.0,0.0264019494523611,3.6379788070917136e-18,1282053186.949395,1.766567401434507e-07,2021-01-18 23:00:00,22.0,27.0,1.901621411,0.07,0.372817549,0.1742604290957133,1.0,0.7852894808335428,none,0.0,0.0,0.0,0.0,22.0,0.0,0.7,0,0,0,1901.621411,72228.29999999999,0.0,1520.8256039356072,0.0,8099.863915938826,0.0,0.18,0.82,0.37,0.36,0.0,0.0,6.764370193967701,1.5865182105554534,0.0,0.0,0.0,1586.5182105554534,0.0,1586.5182105554532,0.0,1.5865182105554532,0.0,0.0,0.0,residential_pre1975,26.40194945236118,1.901621411,0.0,72.22829999999999,8.099863915938826
2021,1,18,1,0,0.0,-5.1,-2062.0617135007583,0.0,0.0,0.0,26608.544221902677,0.0,7423422.16860273,22.0,0.0,0.0,0.0,9438.945587280145,26.608544221902672,0.0,0.0,0.0,9.438945587280145,2.0620617135007584,0.0,0.0,0.0,2.0620617135007584,0.0,0.0,0.0,0.0266085442219026,0.0,574260102.039942,0.0,2021-01-18 00:00:00,22.0,27.0,1.629709571,0.07,0.372817549,0.1493430224865358,1.0,0.7852894808335428,none,0.0,0.0,0.0,0.0,22.0,0.0,-5.1,0,0,0,1629.709571,67316.4,0.0,1934.947129889904,0.0,10305.46066300198,0.0,0.18,0.82,0.37,0.36,0.0,0.0,9.438945587280145,2.0620617135007584,0.0,0.0,0.0,2062.0617135007583,0.0,2062.0617135007583,0.0,2.0620617135007584,0.0,0.0,0.0,residential_1975_1990,26.608544221902676,1.629709571,0.0,67.31639999999999,10.30546066300198
2021,1,18,2,0,0.0,-3.0,-1887.8105319363133,0.0,0.0,0.0,25294.622227911223,0.0,6796117.914970728,22.0,0.0,0.0,0.0,8668.818372959675,25.294622227911223,0.0,0.0,0.0,8.668818372959676,1.8878105319363128,0.0,0.0,0.0,1.8878105319363128,0.0,0.0,0.0,0.0252946222279112,0.0,545903309.1222385,0.0,2021-01-18 01:00:00,22.0,27.0,1.565651263,0.07,0.372817549,0.1434728591750304,1.0,0.7852894808335428,none,0.0,0.0,0.0,0.0,22.0,0.0,-3.0,0,0,0,1565.651263,62100.000000000015,0.0,1785.0065773892104,0.0,9506.882530444633,0.0,0.18,0.82,0.37,0.36,0.0,0.0,8.668818372959676,1.8878105319363128,0.0,0.0,0.0,1887.8105319363133,0.0,1887.8105319363133,0.0,1.8878105319363128,0.0,0.0,0.0,residential_1975_1990,25.294622227911223,1.565651263,0.0,62.100000000000016,9.506882530444633
2021,1,18,3,0,0.0,-3.1,-1896.1865836456584,0.0,0.0,0.0,25732.95520061159,0.0,6826271.701124369,22.0,0.0,0.0,0.0,9171.0547688618,25.73295520061159,0.0,0.0,0.0,9.1710547688618,1.8961865836456584,0.0,0.0,0.0,1.8961865836456584,0.0,0.0,0.0,0.0257329552006115,0.0,555363320.7459928,0.0,2021-01-18 02:00:00,22.0,27.0,1.546836934,0.07,0.372817549,0.141748755194226,1.0,0.7852894808335428,none,0.0,0.0,0.0,0.0,22.0,0.0,-3.1,0,0,0,1546.8369340000002,62348.40000000001,0.0,1792.1466036987672,0.0,9544.91006056641,0.0,0.18,0.82,0.37,0.36,0.0,0.0,9.1710547688618,1.8961865836456584,0.0,0.0,0.0,1896.1865836456584,0.0,1896.1865836456584,0.0,1.8961865836456584,0.0,0.0,0.0,residential_1975_1990,25.73295520061159,1.546836934,0.0,62.34840000000001,9.54491006056641
2021,1,18,4,0,0.0,-3.6,-1936.8047806461268,0.0,0.0,3.637978807091713e-12,26580.136992838237,0.0,6972497.210326057,22.0,0.0,0.0,0.0,9493.06958291936,26.580136992838234,3.637978807091713e-15,0.0,0.0,9.49306958291936,1.9368047806461268,0.0,0.0,0.0,1.9368047806461268,0.0,0.0,0.0,0.0265801369928382,3.6379788070917136e-18,573647023.0933762,7.851410673042253e-08,2021-01-18 03:00:00,22.0,27.0,1.558035939,0.07,0.372817549,0.1427750075310246,1.0,0.7852894808335428,none,0.0,0.0,0.0,0.0,22.0,0.0,-3.6,0,0,0,1558.035939,63590.400000000016,0.0,1827.846735246552,0.0,9735.047711175304,0.0,0.18,0.82,0.37,0.36,0.0,0.0,9.49306958291936,1.9368047806461268,0.0,0.0,0.0,1936.8047806461268,0.0,1936.8047806461268,0.0,1.9368047806461268,0.0,0.0,0.0,residential_1975_1990,26.580136992838238,1.558035939,0.0,63.59040000000002,9.735047711175305
2021,1,18,5,0,0.0,-4.3,-1994.5648582718288,0.0,0.0,0.0,27291.50645733612,0.0,7180433.489778584,22.000000000000004,0.0,0.0,0.0,9848.16908452411,27.29150645733612,0.0,0.0,0.0,9.84816908452411,1.994564858271829,0.0,0.0,0.0,1.9945648582718287,0.0,0.0,0.0,0.0272915064573361,0.0,588999651.8529153,0.0,2021-01-18 04:00:00,22.0,27.0,1.696903601,0.07,0.474751742,0.1555005365073275,1.0,1.0,none,0.0,0.0,0.0,0.0,22.0,0.0,-4.3,0,0,0,1696.903601,65329.20000000002,0.0,1877.8269194134496,0.0,12735.737159514696,0.0,0.18,0.82,0.37,0.36,0.0,0.0,9.84816908452411,1.994564858271829,0.0,0.0,0.0,1994.564858271829,0.0,1994.5648582718288,0.0,1.9945648582718287,0.0,0.0,0.0,residential_1975_1990,27.29150645733612,1.696903601,0.0,65.32920000000001,12.735737159514697
2021,1,18,6,0,0.0,-5.0,-2052.6121492439534,0.0,0.0,3.637978807091713e-12,27283.469248151523,0.0,7389403.737278232,22.0,0.0,0.0,0.0,10091.170455893724,27.283469248151523,3.637978807091713e-15,0.0,0.0,10.091170455893725,2.052612149243953,0.0,0.0,0.0,2.052612149243953,0.0,0.0,0.0,0.0272834692481515,3.6379788070917136e-18,588826194.4653946,7.851410673042253e-08,2021-01-18 05:00:00,22.0,27.0,2.757409394,0.07,0.474751742,0.2526829690765356,1.0,1.0,none,0.0,0.0,0.0,0.0,22.0,0.0,-5.0,0,0,0,2757.409394,67068.00000000001,0.0,1927.8071035803475,0.0,13074.711152353488,0.0,0.18,0.82,0.37,0.36,0.0,0.0,10.091170455893725,2.052612149243953,0.0,0.0,0.0,2052.6121492439534,0.0,2052.6121492439534,0.0,2.052612149243953,0.0,0.0,0.0,residential_1975_1990,27.283469248151523,2.7574093939999997,0.0,67.06800000000001,13.074711152353487
2021,1,18,7,0,0.0,-5.3,-2077.680963784921,0.0,0.0,0.0,26735.95416904232,0.0,7479651.469625715,22.0,0.0,0.0,0.0,10075.431426923758,26.735954169042323,0.0,0.0,0.0,10.07543142692376,2.0776809637849207,0.0,0.0,0.0,2.077680963784921,0.0,0.0,0.0,0.0267359541690423,0.0,577009837.1864854,0.0,2021-01-18 06:00:00,22.0,27.0,4.092954646,0.07,0.474751742,0.3750694164230009,1.0,1.0,none,0.0,0.0,0.0,0.0,22.0,0.0,-5.3,0,0,0,4092.954646,67813.20000000001,0.0,1949.2271825090177,0.0,13219.98572071297,0.0,0.18,0.82,0.37,0.36,0.0,0.0,10.07543142692376,2.0776809637849207,0.0,0.0,0.0,2077.680963784921,0.0,2077.680963784921,0.0,2.077680963784921,0.0,0.0,0.0,residential_1975_1990,26.735954169042323,4.092954646,0.0,67.81320000000001,13.21998572071297
2021,1,18,8,0,0.0,-5.5,-2095.263321277838,0.0,0.0,0.0,26525.18522737437,0.0,7542947.956600216,22.0,0.0,0.0,0.0,9924.66873725926,26.52518522737437,0.0,0.0,0.0,9.92466873725926,2.0952633212778378,0.0,0.0,0.0,2.0952633212778378,0.0,0.0,0.0,0.0265251852273743,0.0,572461065.4483662,0.0,2021-01-18 07:00:00,22.0,27.0,4.560374093,0.07,0.474751742,0.4179027127514577,1.0,1.0,none,0.0,0.0,0.0,0.0,22.0,0.0,-5.5,0,0,0,4560.374093,68310.00000000001,0.0,1963.5072351281317,0.0,13316.835432952626,0.0,0.18,0.82,0.37,0.36,0.0,0.0,9.92466873725926,2.0952633212778378,0.0,0.0,0.0,2095.263321277838,0.0,2095.263321277838,0.0,2.0952633212778378,0.0,0.0,0.0,residential_1975_1990,26.525185227374372,4.560374093,0.0,68.31000000000002,13.316835432952626
2021,1,18,9,0,1463.175484762629,-5.2,-2070.152519129112,0.0,0.0,3.637978807091713e-12,25549.46449204548,0.0,7452549.068864802,22.0,0.0,0.0,0.0,8311.079367588922,25.54946449204548,3.637978807091713e-15,1.4631754847626288,0.0,8.311079367588922,2.0701525191291115,0.0,0.0,0.0,2.0701525191291115,0.0,0.0,0.0,0.0255494644920454,3.6379788070917136e-18,551403262.1969115,7.851410673042253e-08,2021-01-18 08:00:00,22.0,27.0,3.981860517,0.07,0.474751742,0.3648889932969413,1.0,1.0,none,0.0,0.0,0.0,0.0,22.0,0.0,-5.2,2,29,1,3981.860517,67564.80000000002,0.0,1942.0871561994609,0.0,13171.560864593144,0.0,0.18,0.82,0.37,0.36,1.4631754847626288,0.0,8.311079367588922,2.0701525191291115,0.0,0.0,0.0,2070.152519129112,0.0,2070.152519129112,0.0,2.0701525191291115,0.0,0.0,0.0,residential_1975_1990,25.54946449204548,3.981860517,1.4631754847626288,67.56480000000002,13.171560864593145
2021,1,18,10,0,14148.22590226675,-4.0,-1970.507044972472,0.0,0.0,3.637978807091713e-12,15114.315636921792,0.0,7093825.361900899,22.0,0.0,0.0,5723.961427352348,0.0,15.114315636921791,3.637978807091713e-15,14.14822590226675,5.723961427352347,0.0,1.970507044972472,0.0,0.0,0.0,1.970507044972472,0.0,0.0,0.0,0.0151143156369217,3.6379788070917136e-18,326194036.30425143,7.851410673042253e-08,2021-01-18 09:00:00,22.0,27.0,3.72556163,0.07,0.474751742,0.3414023235702437,1.0,1.0,none,0.0,0.0,0.0,0.0,22.0,0.0,-4.0,56,223,32,3725.56163,64584.000000000015,0.0,1856.406840484779,0.0,12590.46259115521,0.0,0.18,0.82,0.37,0.36,14.14822590226675,5.723961427352347,0.0,1.970507044972472,0.0,0.0,0.0,1970.507044972472,0.0,1970.507044972472,0.0,1.970507044972472,0.0,0.0,0.0,residential_1975_1990,15.114315636921793,3.72556163,14.14822590226675,64.58400000000002,12.59046259115521
2021,1,18,11,0,15312.943037124278,-2.7,-1862.7593806158004,0.0,0.0,0.0,10356.272956478426,0.0,6705933.770216881,22.0,0.0,0.0,8220.206760760337,0.0,10.356272956478426,0.0,15.312943037124278,8.220206760760338,0.0,1.8627593806158005,0.0,0.0,0.0,1.8627593806158005,0.0,0.0,0.0,0.0103562729564784,0.0,223506942.54988196,0.0,2021-01-18 10:00:00,22.0,27.0,3.763190286,0.07,0.474751742,0.3448505313485768,1.0,1.0,none,0.0,0.0,0.0,0.0,22.0,0.0,-2.7,135,205,89,3763.190286,61354.80000000001,0.0,1763.5864984605398,0.0,11960.93946159745,0.0,0.18,0.82,0.37,0.36,15.312943037124278,8.220206760760338,0.0,1.8627593806158005,0.0,0.0,0.0,1862.7593806158,0.0,1862.7593806158004,0.0,1.8627593806158005,0.0,0.0,0.0,residential_1975_1990,10.356272956478426,3.763190286,15.312943037124278,61.35480000000001,11.96093946159745
2021,1,18,12,0,13404.477537846917,-1.6,-1772.939481760255,0.0,0.0,0.0,9784.493250437212,0.0,6382582.134336918,22.0,0.0,0.0,6315.953693729586,0.0,9.784493250437212,0.0,13.404477537846915,6.315953693729586,0.0,1.7729394817602548,0.0,0.0,0.0,1.7729394817602548,0.0,0.0,0.0,0.0097844932504372,0.0,211166911.10745087,0.0,2021-01-18 11:00:00,22.0,27.0,3.984930584,0.07,0.474751742,0.3651703275255517,1.0,1.0,none,0.0,0.0,0.0,0.0,22.0,0.0,-1.6,169,123,131,3984.930584,58622.400000000016,0.0,1685.0462090554147,0.0,11428.266044279346,0.0,0.18,0.82,0.37,0.36,13.404477537846915,6.315953693729586,0.0,1.7729394817602548,0.0,0.0,0.0,1772.939481760255,0.0,1772.939481760255,0.0,1.7729394817602548,0.0,0.0,0.0,residential_1975_1990,9.784493250437212,3.984930584,13.404477537846917,58.62240000000001,11.428266044279345
2021,1,18,13,0,8847.962062248498,-0.9,-1715.339904471601,0.0,0.0,0.0,11781.988499666537,0.0,6175223.656097762,22.000000000000004,0.0,0.0,1450.174466882729,0.0,11.781988499666536,0.0,8.847962062248499,1.450174466882729,0.0,1.715339904471601,0.0,0.0,0.0,1.715339904471601,0.0,0.0,0.0,0.0117819884996665,0.0,254276440.7412637,0.0,2021-01-18 12:00:00,22.0,27.0,4.094298526,0.07,0.474751742,0.3751925666484341,1.0,1.0,none,0.0,0.0,0.0,0.0,22.0,0.0,-0.9,145,17,139,4094.298526,56883.60000000001,0.0,1635.066024888517,0.0,11089.292051440552,0.0,0.18,0.82,0.37,0.36,8.847962062248499,1.450174466882729,0.0,1.715339904471601,0.0,0.0,0.0,1715.339904471601,0.0,1715.339904471601,0.0,1.715339904471601,0.0,0.0,0.0,residential_1975_1990,11.781988499666538,4.094298526,8.847962062248499,56.883600000000015,11.089292051440552
2021,1,18,14,0,4365.234511949685,-2.5,-1846.585222980577,0.0,0.0,0.0,16640.181656714747,0.0,6647706.802730078,22.000000000000004,0.0,0.0,0.0,4032.882583182906,16.64018165671475,0.0,4.365234511949685,0.0,4.032882583182905,1.8465852229805773,0.0,0.0,0.0,1.8465852229805773,0.0,0.0,0.0,0.0166401816567147,0.0,359124961.3829826,0.0,2021-01-18 13:00:00,22.0,27.0,3.841201014,0.07,0.474751742,0.3519992639284231,1.0,1.0,none,0.0,0.0,0.0,0.0,22.0,0.0,-2.5,76,0,76,3841.201014,60858.00000000002,0.0,1749.3064458414265,0.0,11864.089749357796,0.0,0.18,0.82,0.37,0.36,4.365234511949685,0.0,4.032882583182905,1.8465852229805773,0.0,0.0,0.0,1846.585222980577,0.0,1846.585222980577,0.0,1.8465852229805773,0.0,0.0,0.0,residential_1975_1990,16.64018165671475,3.841201014,4.365234511949685,60.85800000000002,11.864089749357795
2021,1,18,15,0,3375.653671005301,-1.8,-1788.6773432505977,0.0,0.0,0.0,17990.93108802423,0.0,6439238.435702152,22.0,0.0,0.0,0.0,4573.408347993236,17.99093108802423,0.0,3.3756536710053013,0.0,4.573408347993236,1.7886773432505976,0.0,0.0,0.0,1.7886773432505978,0.0,0.0,0.0,0.0179909310880242,0.0,388276556.44152325,0.0,2021-01-18 14:00:00,22.0,27.0,3.521291779,0.07,0.474751742,0.3226834809653644,1.0,1.0,none,0.0,0.0,0.0,0.0,22.0,0.0,-1.8,56,9,53,3521.291779,59119.20000000001,0.0,1699.3262616745285,0.0,11525.115756519,0.0,0.18,0.82,0.37,0.36,3.3756536710053013,0.0,4.573408347993236,1.7886773432505976,0.0,0.0,0.0,1788.6773432505977,0.0,1788.6773432505977,0.0,1.7886773432505978,0.0,0.0,0.0,residential_1975_1990,17.99093108802423,3.5212917790000002,3.375653671005301,59.11920000000001,11.525115756519
2021,1,18,16,0,3589.340774968204,-1.3,-1748.2105706204525,0.0,0.0,0.0,17525.61062388243,0.0,6293558.054233629,22.0,0.0,0.0,0.0,4287.361305257722,17.52561062388243,0.0,3.5893407749682043,0.0,4.287361305257722,1.7482105706204525,0.0,0.0,0.0,1.7482105706204525,0.0,0.0,0.0,0.0175256106238824,0.0,378234106.3551564,0.0,2021-01-18 15:00:00,22.0,27.0,3.528459143,0.07,0.474751742,0.3233402825342258,1.0,1.0,none,0.0,0.0,0.0,0.0,22.0,0.0,-1.3,41,29,34,3528.459143,57877.2,0.0,1663.626130126744,0.0,11282.99147591986,0.0,0.18,0.82,0.37,0.36,3.5893407749682043,0.0,4.287361305257722,1.7482105706204525,0.0,0.0,0.0,1748.2105706204525,0.0,1748.2105706204525,0.0,1.7482105706204525,0.0,0.0,0.0,residential_1975_1990,17.52561062388243,3.528459143,3.5893407749682043,57.877199999999995,11.28299147591986
2021,1,18,17,0,0.0,-1.3,-1747.9066906805615,0.0,0.0,0.0,20239.45459368633,0.0,6292464.086450023,22.0,0.0,0.0,0.0,8035.827213955165,20.23945459368633,0.0,0.0,0.0,8.035827213955164,1.7479066906805618,0.0,0.0,0.0,1.7479066906805618,0.0,0.0,0.0,0.0202394545936863,0.0,436803726.02406096,0.0,2021-01-18 16:00:00,22.0,27.0,3.948197848,0.07,0.474751742,0.3618042198975073,1.0,1.0,none,0.0,0.0,0.0,0.0,22.0,0.0,-1.3,17,16,15,3948.197848,57877.2,0.0,1663.626130126744,0.0,11282.99147591986,0.0,0.18,0.82,0.37,0.36,0.0,0.0,8.035827213955164,1.7479066906805618,0.0,0.0,0.0,1747.9066906805615,0.0,1747.9066906805615,0.0,1.7479066906805618,0.0,0.0,0.0,residential_1975_1990,20.23945459368633,3.948197848,0.0,57.877199999999995,11.28299147591986
2021,1,18,18,0,0.0,-1.0,-1723.437929973069,0.0,0.0,3.637978807091713e-12,20235.29846799026,0.0,6204376.547903049,22.0,0.0,0.0,0.0,7595.39128630297,20.23529846799026,3.637978807091713e-15,0.0,0.0,7.59539128630297,1.723437929973069,0.0,0.0,0.0,1.723437929973069,0.0,0.0,0.0,0.0202352984679902,3.6379788070917136e-18,436714029.3782613,7.851410673042253e-08,2021-01-18 17:00:00,22.0,27.0,4.383636219,0.07,0.474751742,0.4017068403330312,1.0,1.0,none,0.0,0.0,0.0,0.0,22.0,0.0,-1.0,2,0,2,4383.636219,57132.00000000001,0.0,1642.2060511980735,0.0,11137.71690756038,0.0,0.18,0.82,0.37,0.36,0.0,0.0,7.59539128630297,1.723437929973069,0.0,0.0,0.0,1723.437929973069,0.0,1723.437929973069,0.0,1.723437929973069,0.0,0.0,0.0,residential_1975_1990,20.23529846799026,4.383636219,0.0,57.132000000000005,11.13771690756038
2021,1,18,19,0,0.0,0.2,-1625.984568022807,0.0,0.0,0.0,19301.09253348694,0.0,5853544.444882106,22.000000000000004,0.0,0.0,0.0,7743.366871422269,19.30109253348694,0.0,0.0,0.0,7.743366871422269,1.625984568022807,0.0,0.0,0.0,1.625984568022807,0.0,0.0,0.0,0.0193010925334869,0.0,416552189.97809607,0.0,2021-01-18 18:00:00,22.0,27.0,5.259160364,0.07,0.372817549,0.48193795905562,1.0,0.7852894808335428,none,0.0,0.0,0.0,0.0,22.0,0.0,0.2,0,0,0,5259.160364,54151.20000000002,0.0,1556.5257354833918,0.0,8290.00156654772,0.0,0.18,0.82,0.37,0.36,0.0,0.0,7.743366871422269,1.625984568022807,0.0,0.0,0.0,1625.9845680228073,0.0,1625.984568022807,0.0,1.625984568022807,0.0,0.0,0.0,residential_1975_1990,19.30109253348694,5.259160364,0.0,54.15120000000002,8.290001566547721
2021,1,18,20,0,0.0,1.1,-1553.7815917972316,0.0,0.0,0.0,19372.78843635191,0.0,5593613.730470033,22.000000000000004,0.0,0.0,0.0,7898.28358084974,19.37278843635191,0.0,0.0,0.0,7.89828358084974,1.5537815917972315,0.0,0.0,0.0,1.5537815917972315,0.0,0.0,0.0,0.0193727884363519,0.0,418099516.13587946,0.0,2021-01-18 19:00:00,22.0,27.0,4.921846335,0.07,0.372817549,0.4510272388178659,1.0,0.7852894808335428,none,0.0,0.0,0.0,0.0,22.0,0.0,1.1,0,0,0,4921.846334999999,51915.60000000001,0.0,1492.26549869738,0.0,7947.753795451713,0.0,0.18,0.82,0.37,0.36,0.0,0.0,7.89828358084974,1.5537815917972315,0.0,0.0,0.0,1553.7815917972316,0.0,1553.7815917972316,0.0,1.5537815917972315,0.0,0.0,0.0,residential_1975_1990,19.37278843635191,4.921846335,0.0,51.91560000000001,7.947753795451713
2021,1,18,21,0,0.0,0.6,-1593.8793673261112,0.0,0.0,0.0,20228.13448939805,0.0,5737965.722374001,22.0,0.0,0.0,0.0,8135.656854808114,20.228134489398045,0.0,0.0,0.0,8.135656854808115,1.5938793673261114,0.0,0.0,0.0,1.5938793673261111,0.0,0.0,0.0,0.020228134489398,0.0,436559417.8729093,0.0,2021-01-18 20:00:00,22.0,27.0,4.039615744,0.07,0.372817549,0.3701815560443536,1.0,0.7852894808335428,none,0.0,0.0,0.0,0.0,22.0,0.0,0.6,0,0,0,4039.615744,53157.600000000006,0.0,1527.965630245164,0.0,8137.891446060605,0.0,0.18,0.82,0.37,0.36,0.0,0.0,8.135656854808115,1.5938793673261114,0.0,0.0,0.0,1593.8793673261114,0.0,1593.8793673261112,0.0,1.5938793673261111,0.0,0.0,0.0,residential_1975_1990,20.228134489398048,4.039615744,0.0,53.15760000000001,8.137891446060605
2021,1,18,22,0,0.0,1.1,-1554.2488334824366,0.0,0.0,0.0,20663.14440649322,0.0,5595295.80053677,22.0,0.0,0.0,0.0,8209.61852771562,20.663144406493217,0.0,0.0,0.0,8.20961852771562,1.5542488334824365,0.0,0.0,0.0,1.5542488334824365,0.0,0.0,0.0,0.0206631444064932,0.0,445947711.99738944,0.0,2021-01-18 21:00:00,22.0,27.0,3.604198432,0.07,0.372817549,0.3302808654095541,1.0,0.7852894808335428,none,0.0,0.0,0.0,0.0,22.0,0.0,1.1,0,0,0,3604.198432,51915.600000000006,0.0,1492.2654986973798,0.0,7947.753795451712,0.0,0.18,0.82,0.37,0.36,0.0,0.0,8.20961852771562,1.5542488334824365,0.0,0.0,0.0,1554.2488334824363,0.0,1554.2488334824366,0.0,1.5542488334824365,0.0,0.0,0.0,residential_1975_1990,20.663144406493217,3.604198432,0.0,51.915600000000005,7.947753795451712
