timestamp_local,heat_truth_mw,heat_pred_mw,cool_truth_mw,cool_pred_mw,outdoor_temperature_c,week
2023-04-02 08:00:00,228.99352673869095,302.1091045421457,0.0,0.0,9.8,spring
2023-04-02 09:00:00,12.06501524850039,191.1967539481797,1.411731347347582e-15,0.0,10.0,spring
2023-04-02 10:00:00,26.88294027313524,166.75575140476843,2.982449910766061,0.0,9.8,spring
2023-04-02 11:00:00,67.74656875447498,157.30718212638982,3.9172008270913343,0.0,10.2,spring
2023-04-02 12:00:00,0.0,53.002417906860735,6.923686061044315,5.299139651093962,10.5,spring
2023-04-02 13:00:00,0.0,227.3097608433138,9.383500673321072,3.205024271806059,9.2,spring
2023-04-02 14:00:00,137.17884731658145,337.6747733354508,0.3396551673856428,3.858817848707106,8.8,spring
2023-04-02 15:00:00,297.37627634425,336.33064322082004,0.0,3.8850282333186206,8.8,spring
2023-04-02 16:00:00,300.77089687823633,329.5353902102944,2.949896880608955e-14,3.9314752061363527,8.9,spring
2023-04-02 17:00:00,492.66115980543844,405.1128158178807,2.2587701557561317e-14,0.0,8.5,spring
2023-04-02 18:00:00,720.8651688837136,435.34851047480004,7.647861882463932e-14,0.0,7.8,spring
2023-04-02 19:00:00,945.2501948994634,686.2284247421334,6.807535091149587e-14,0.0,6.1,spring
2023-04-02 20:00:00,1123.6861188882408,1039.7780991207323,1.3372848831557243e-13,0.0,5.4,spring
2023-04-02 21:00:00,1209.8537470742672,1164.6240318277535,1.396468380654838e-13,0.0,4.8,spring
2023-04-02 22:00:00,1312.5412050505217,1179.6982446269462,2.132727522260239e-13,0.0,4.8,spring
2023-04-02 23:00:00,1484.2340992089757,1386.9333381405474,4.5175403115122635e-14,0.0,4.6,spring
2023-04-03 00:00:00,1556.0297487106623,1497.5550068866928,4.5175403115122635e-14,0.0,4.2,spring
2023-04-03 01:00:00,1570.7735610645568,1453.2410046949426,6.190953431112374e-14,0.0,4.5,spring
2023-04-03 02:00:00,1691.9037207598171,1572.5178258724327,1.8360851001020687e-13,0.0,4.2,spring
2023-04-03 03:00:00,1710.0943059609442,1596.9801503380609,5.933501030526577e-14,0.0,4.2,spring
2023-04-03 04:00:00,1755.0796906680016,1658.2100594791625,7.220512992193329e-14,0.0,4.0,spring
2023-04-03 05:00:00,1782.670148328467,1675.3916951069018,3.524573211268374e-14,0.0,3.9,spring
2023-04-03 06:00:00,1775.497684032229,1671.0381718096191,5.933501030526577e-14,0.0,3.7,spring
2023-04-03 07:00:00,1668.4260864892647,1635.2396566936573,5.581862275365978e-14,0.0,3.4,spring
2023-04-03 08:00:00,857.610928692445,575.3821998483099,1.6357105568838024e-15,0.0,3.9,spring
2023-04-03 09:00:00,35.12967915896398,126.19171381962005,5.646925389390329e-15,0.0,4.8,spring
2023-04-03 10:00:00,0.0,48.46049479107764,6.315941558699369,0.0,5.8,spring
2023-04-03 11:00:00,0.0,40.33717331011543,22.193533903488323,0.0,6.2,spring
2023-04-03 12:00:00,7.110943082935968e-15,0.0,20.827593770404913,3.455136391621458,6.5,spring
2023-04-03 13:00:00,0.0,49.93793520557473,26.49525002982322,0.0,5.2,spring
2023-04-03 14:00:00,1.7777357707339916e-15,78.57867763609501,14.14315768784577,0.0,5.5,spring
2023-04-03 15:00:00,53.58849124058242,278.60565857521317,4.639764387062831,0.0,5.2,spring
2023-04-03 16:00:00,211.45863764429436,306.01339059287585,0.7902556080098356,0.0,5.0,spring
2023-04-03 17:00:00,588.3205148858675,1096.3717507758474,2.464801591761926e-14,0.0,4.6,spring
2023-04-03 18:00:00,966.7472655873435,1251.8608309918275,0.0,0.0,4.3,spring
2023-04-03 19:00:00,1194.9199259001234,1351.8160521775533,1.1167774812554744e-13,0.0,3.7,spring
2023-04-03 20:00:00,1354.0131357612709,1445.6619340028492,4.928340576805918e-14,0.0,3.0,spring
2023-04-03 21:00:00,1428.1824526182945,1468.140196743574,1.8279980502208648e-13,0.0,2.9,spring
2023-04-03 22:00:00,1561.32488167722,1498.7333932233632,7.179620228271233e-14,0.0,2.6,spring
2023-04-03 23:00:00,1754.0473136022163,1697.455068003499,2.2106284152037795e-13,0.0,2.0,spring
2023-04-04 00:00:00,1904.2121892990622,1857.7599682975995,2.7029726806810657e-14,0.0,1.5,spring
2023-04-04 01:00:00,2054.5924207465937,1933.5747847046632,6.54284222753521e-15,0.0,0.8,spring
2023-04-04 02:00:00,2199.935593987583,2051.83920189513,0.0,0.0,-0.1,spring
2023-04-04 03:00:00,2287.6678340560047,2104.1672043234803,7.851410673042253e-14,0.0,-0.5,spring
2023-04-04 04:00:00,2363.9671846851606,2142.289670244251,6.54284222753521e-15,0.0,-0.7,spring
2023-04-04 05:00:00,2369.8231832495753,2175.553198087793,3.316364139512492e-14,0.0,-1.1,spring
2023-04-04 06:00:00,2187.1014519938485,2012.2568556950011,1.7665674014345072e-13,0.0,-1.1,spring
2023-04-04 07:00:00,1004.4218017020513,1000.5941215030207,0.0,0.0,0.0,spring
2023-04-04 08:00:00,125.8753373149048,401.9871231679442,1.1293850778780655e-14,0.0,1.1,spring
2023-04-04 09:00:00,0.0,266.73520448602636,2.649746272785927,0.0,2.2,spring
2023-04-04 10:00:00,3.555471541467983e-15,224.51257915840125,17.33242485957514,0.0,3.0,spring
2023-04-04 11:00:00,0.0,69.00449509438093,16.42666697705313,0.0,4.1,spring
2023-04-04 12:00:00,3.555471541467983e-15,0.0,26.24129595417947,0.0,4.8,spring
2023-04-04 13:00:00,0.0,47.24337169159507,63.94664619916212,17.66867079500939,4.8,spring
2023-04-04 14:00:00,0.0,40.08261612531221,86.15766225721072,13.971484405833081,5.8,spring
2023-04-04 15:00:00,6.951769866756161e-15,40.008669439748104,104.925760869652,25.172515192455087,6.1,spring
2023-04-04 16:00:00,2.8125425899384252e-14,48.46049479107764,100.01890707771787,21.92189744194384,5.8,spring
2023-04-04 17:00:00,1.4221886165871933e-14,129.14275802082147,51.48758772936139,16.19035937932934,5.3,spring
2023-04-04 18:00:00,306.1176377047799,474.46957157119857,1.9312620327665087e-14,0.0,4.2,spring
2023-04-04 19:00:00,881.7668421897108,1377.2567801918149,6.723354398434253e-14,0.0,2.6,spring
2023-04-04 20:00:00,1102.0079958315866,1590.3244895177909,6.54284222753521e-15,0.0,1.6,spring
2023-04-04 21:00:00,1291.674981511199,1668.0199222262381,2.246882172795093e-13,0.0,1.0,spring
2023-04-04 22:00:00,1633.3500382023894,1901.9982250367998,2.33493780538221e-14,0.0,-0.5,spring
2023-04-04 23:00:00,1859.5501100236584,2088.2302274181857,3.001711877688209e-13,0.0,-1.2,spring
2023-04-05 00:00:00,2021.1605748797792,2210.8508974855104,5.287212354751043e-13,0.0,-1.8,spring
2023-04-05 01:00:00,2114.3379363005624,2263.2458314399364,2.0037454321826585e-14,0.0,-1.8,spring
2023-04-05 02:00:00,2157.9105209471873,2281.177223059012,8.54658765971787e-14,0.0,-1.6,spring
2023-04-05 03:00:00,2220.3219230686423,2354.062081449103,1.673163078337875e-15,0.0,-2.3,spring
2023-04-05 04:00:00,2330.7661978626656,2375.384326856738,1.3085684455070422e-14,0.0,-2.7,spring
2023-04-05 05:00:00,2383.0547852258724,2388.6028537082007,4.2197501979439894e-14,0.0,-3.1,spring
2023-04-05 06:00:00,2150.10369086861,2223.3706485770317,4.502071287446818e-13,0.0,-2.9,spring
2023-04-05 07:00:00,921.2868655552837,1077.156076060517,5.521438158514988e-14,0.0,-1.1,spring
2023-04-05 08:00:00,68.64256596515399,425.4712271735441,0.0,0.0,1.0,spring
2023-04-05 09:00:00,0.0,171.79036162569773,8.601482520248176,0.0,2.9,spring
2023-04-05 10:00:00,7.806120069611584e-15,142.89713873200128,44.23578135072312,0.0,4.5,spring
2023-04-05 11:00:00,0.0,150.73292898789316,14.560504115765195,0.0,4.9,spring
2023-04-05 12:00:00,3.555471541467983e-15,248.83885730589998,12.758207167383818,0.0,5.3,spring
2023-04-05 13:00:00,0.0,242.4877106898113,15.66855782497458,0.0,5.8,spring
2023-04-05 14:00:00,3.555471541467983e-15,0.0,24.33035564130338,0.0,6.7,spring
2023-04-05 15:00:00,3.555471541467983e-15,0.0,36.85774309350161,0.0,7.0,spring
2023-04-05 16:00:00,2.860895454597744,290.4414095145803,14.373015654846288,0.0,6.5,spring
2023-04-05 17:00:00,124.99743540293892,814.4097885043939,2.2956746716408687,0.0,5.7,spring
2023-04-05 18:00:00,707.4069790715524,584.6070582265434,9.658870838398854e-14,0.0,5.0,spring
2023-04-05 19:00:00,934.9273004137355,1246.607344475803,4.929603183523852e-14,0.0,4.7,spring
2023-04-05 20:00:00,1073.6302975408385,1394.2270187945674,2.2899947796373242e-14,0.0,4.0,spring
2023-04-05 21:00:00,1317.0155971376812,1521.6526019815,3.689711883352074e-15,0.0,2.0,spring
2023-04-05 22:00:00,1632.0951901351705,1757.17552425466,8.443245648033391e-14,0.0,0.2,spring
2023-04-05 23:00:00,1915.1530930094723,2011.481898086405,3.0909639112837116e-13,0.0,-1.0,spring
2023-04-06 00:00:00,2097.972725881698,2167.188311396608,1.9715887520659537e-13,0.0,-1.5,spring
2023-04-06 01:00:00,2097.2472672931035,2055.9871938771057,2.953015086196236e-13,0.0,-0.5,spring
2023-04-06 02:00:00,2178.246538987146,2130.7750107292018,2.9168081442567393e-13,0.0,-0.9,spring
2023-04-06 03:00:00,2270.2762700868757,2263.6680367586277,3.7381561535004606e-13,0.0,-1.4,spring
2023-04-06 04:00:00,2311.238044014847,2248.686551992172,0.0,0.0,-1.4,spring
2023-04-06 05:00:00,2313.4108053953414,2210.7343989720875,1.3085684455070422e-14,0.0,-1.5,spring
2023-04-06 06:00:00,2060.15941192773,2016.15793213882,1.7665674014345072e-13,0.0,-1.4,spring
2023-04-06 07:00:00,787.2939435100516,949.7641919546029,1.983767206739787e-14,0.0,0.3,spring
2023-04-06 08:00:00,41.36487694108494,356.7569449471677,1.1293850778780655e-14,0.0,2.5,spring
2023-04-06 09:00:00,3.555471541467985e-16,43.83098528108347,6.857605196337131,0.0,4.7,spring
2023-04-06 10:00:00,7.19784020627042e-15,0.0,40.14580140415382,17.345179552792672,6.5,spring
2023-04-06 11:00:00,3.555471541467983e-15,0.0,22.797927784347394,0.0,7.5,spring
2023-04-06 12:00:00,0.0,0.0,13.894134354706331,0.0,8.1,spring
2023-04-06 13:00:00,0.0,0.0,23.362237397657733,0.0,9.1,spring
2023-04-06 14:00:00,1.406271294969213e-14,0.0,68.15679647223348,25.232023544626728,9.8,spring
2023-04-06 15:00:00,2.1014482816448287e-14,0.0,97.17061862393652,36.074841911776986,10.2,spring
2023-04-06 16:00:00,6.951769866756161e-15,0.0,96.96050657369815,25.343011746997778,9.9,spring
2023-04-06 17:00:00,1.7697771099250014e-14,12.38916094945688,62.80967986850763,10.903308026133166,8.9,spring
2023-04-06 18:00:00,69.61275668350468,244.00604870388543,1.6670552840554793,0.0,7.5,spring
2023-04-06 19:00:00,444.68900296300234,671.8967151013187,3.894480712639934e-14,0.0,6.5,spring
2023-04-06 20:00:00,703.7423654054941,931.5961624620173,2.787980921872224e-14,0.0,5.9,spring
2023-04-06 21:00:00,804.5295895571385,1125.4013383387878,1.1091607162928665e-13,0.0,5.4,spring
2023-04-06 22:00:00,1082.3967207806134,1541.9243659642939,3.304349895879661e-14,0.0,3.4,spring
2023-04-06 23:00:00,1232.57219792891,1609.5590102183655,6.54284222753521e-15,0.0,3.2,spring
2023-04-07 00:00:00,1322.7285143852894,1637.6978650884412,4.928340576805918e-14,0.0,3.2,spring
2023-04-07 01:00:00,1389.822474094241,1673.0422438323717,1.4146981122963789e-14,0.0,3.4,spring
