date,day_label,duration_h,cohort,cohort_label,shifted_wh_m2,release_wh_m2,net_wh_m2
2023-04-04,Late-season shift,12,residential_1975_1990,1975-1990,46.83839196174952,0.0,46.83839196174952
2023-04-04,Late-season shift,12,residential_1990_2000,1990-2000,10.86201949470041,0.0,10.86201949470041
2023-04-04,Late-season shift,12,residential_2000_2014,2000-2014,9.071473286715335,0.0,9.071473286715335
2023-04-04,Late-season shift,24,residential_pre1975,<1975,68.20972769712239,3.0823685523439226e-14,68.20972769712235
2023-04-04,Late-season shift,24,residential_1975_1990,1975-1990,71.96155851939133,0.0,71.96155851939133
2023-04-04,Late-season shift,24,residential_1990_2000,1990-2000,64.76345370525443,0.0,64.76345370525443
2023-04-04,Late-season shift,24,residential_2000_2014,2000-2014,51.1227098056648,0.0,51.1227098056648
2023-11-04,Top savings,1,residential_pre1975,<1975,0.0,11.544579335853959,-11.544579335853959
2023-11-04,Top savings,1,residential_1975_1990,1975-1990,0.0,10.818986613621542,-10.818986613621542
2023-11-04,Top savings,1,residential_1990_2000,1990-2000,0.0,9.83481004707845,-9.83481004707845
2023-11-04,Top savings,1,residential_2000_2014,2000-2014,9.071473286715367,0.0,9.071473286715367
2023-11-04,Top savings,4,residential_pre1975,<1975,24.62492302236072,23.08915867170791,1.5357643506528085
2023-11-04,Top savings,4,residential_1975_1990,1975-1990,23.41919598087476,21.637973227243076,1.7812227536316847
2023-11-04,Top savings,4,residential_1990_2000,1990-2000,21.72403898940082,19.66962009415691,2.0544188952439058
2023-11-04,Top savings,4,residential_2000_2014,2000-2014,36.285893146861326,0.0,36.285893146861326
2023-11-04,Top savings,8,residential_pre1975,<1975,49.249846044721494,46.178317343415806,3.0715287013056862
2023-11-04,Top savings,8,residential_1975_1990,1975-1990,46.83839196174952,42.25031052033021,4.5880814414193125
2023-11-04,Top savings,8,residential_1990_2000,1990-2000,21.724038989400412,19.66962009415691,2.0544188952435025
2023-11-04,Top savings,8,residential_2000_2014,2000-2014,36.28589314686134,1.3642845467162622e-11,36.2858931468477
2023-11-04,Top savings,12,residential_pre1975,<1975,73.87476906708216,67.15332701329196,6.721442053790193
2023-11-04,Top savings,12,residential_1975_1990,1975-1990,56.94597029185639,43.27594645448611,13.67002383737028
2023-11-04,Top savings,12,residential_1990_2000,1990-2000,16.853146265532622,19.66962009415691,-2.816473828624293
2023-11-04,Top savings,12,residential_2000_2014,2000-2014,6.762358684389512,0.0,6.762358684389512
2023-11-04,Top savings,24,residential_pre1975,<1975,79.00887145377627,69.26747601512373,9.741395438652539
2023-11-04,Top savings,24,residential_1975_1990,1975-1990,54.82163188916907,43.27594645448611,11.545685434682959
2023-11-04,Top savings,24,residential_1990_2000,1990-2000,12.402082925904413,19.66962009415691,-7.2675371682525025
2023-11-04,Top savings,24,residential_2000_2014,2000-2014,9.071473286715335,0.0,9.071473286715335
